activity_title,activity_description,package_itinerary_title,package_itinerary_id,day_index,itinerary_index,module_id,city,new_cms_activity_code,match_type
"Kyoto Gion Night -Small Group Walking Tour - Tour, Language: English","Ever wanted to spontaneously book a tour on the same day you take it? This short guided walking tour will have you experiencing the Gion night scene in just three hours! This is perfect if you only have a couple of hours to spare. Enjoy the enchanting nightlife of Gion, Kyoto's historic geisha district . As the sun sets, the streets come to life with beautifully illuminated lanterns, elegant restaurants, charming bars, and traditional teahouses. Wander around the traditional backstreets, visit offbeat temples and shrines, and may even get to catch a glimpse of a geiko or maiko (apprentice geiko) on their way to entertain guests (not guaranteed). Go on this guided walking tour with a friendly and knowledgeable guide who will help you explore Hanamikoji Street (one of the best-preserved historic streets), Yasaka Shrine (also known as Gion Shrine), and more. Learn about the rich history, architecture, and customs of the area, and gain a deeper understanding of Japan's culture and traditions. End point: Sanjo Ohashi Bridge",Japan's Modern Wonders,68dff17dec31f620f2d1d9ea,4,3,E-E10-A1NSNO0788,Kyoto,320011,New Activity
Universal Studio Japan - Studio Pass Park Entry Ticket - Ticket only - 1 day pass,"Book our bundle with an entrance pass to Universal Studios Japan and transfer service from your hotel (only if you select the option) . Enjoy transportation in a comfortable private car before or after having a fun day with the whole family or your friends. Energize your spirit with non-stop thrills and excitement! Experience the world's first* Mario-themed area and Mario Kart: Koopa's Challenge™ attraction, both of which received Thea Awards, considered an enormous honour around the globe in the themed entertainment industry. The world's first interactive Mario Kart theme park ride will leave you with a rush of adrenaline! And don't miss The Wizarding World of Harry Potter™, Minions, and other magnificent worlds enjoyed by kids and adults alike! Exhilarate your senses with a day of play in a park full of endless excitement and thrills! Schedule* Pick-up from hotel at 7am and drop-off from park at 8pm. *If you have selected the option with transfers. Important information If you selected 1.5-day ticket, you can enter the park after 3pm on the first day.",Japan's Modern Wonders,68dff17dec31f620f2d1d9ea,7,1,E-E10-A1MANO0354,Osaka,TRA_57766,Exact Match
Universal Studios Japan Private Transfer Service - Round trip - 5 seater,"We're delighted to offer you a private transfer service from hotels in Osaka city centre to Universal Studios Japan with our comfortable cars! Always striving to enhance your travel experience, and we have carefully designed a service that goes beyond mere transportation - it is the beginning of an unforgettable adventure. We recognize that the true essence of an unforgettable journey is not only the destination but also the ease and comfort of getting there, so we provide a premium one-way transfer service from your hotel to Universal Studios Japan. You can choose to go from your hotel to the park, or from the park back to your hotel. If you choose the former, our professional driver will wait for you at the parking lot of your hotel on time, and ensure you arrive at Universal Studios Japan safely and conveniently with a comfortable vehicle and attentive service. If you choose the latter, our professional driver will wait for you at the designated location outside the park on time, and take you back to your hotel to rest with a comfortable vehicle and attentive service. We also offer premium round-trip transfers from your hotel to Universal Studios Japan. To ensure your trip is both smooth and exciting, our packages include round-trip transfers designed to make your journey from your hotel to Universal Studios Japan as stress-free as possible. Our professional drivers will be waiting at your hotel parking lot on time and will ensure you arrive at Universal Studios safely and conveniently with comfortable vehicles and attentive service. When you finish your day of sightseeing, our driver will be waiting for you, park the vehicle at a designated pick-up point outside the park that is easy for you to find, and then calmly take you back to your hotel to rest.",Japan's Modern Wonders,68dff17dec31f620f2d1d9ea,7,2,E-E10-A1MLNO1851,Osaka,T5,Exact Match
TeamLab Planets TOKYO DMM - Ticket - Ticket,"TeamLab Planets is a unique museum where visitors can immerse themselves in a world of water and flowers. The museum offers a unique experience where visitors can walk through the water and become one with the flowers. This is a world-class digital art museum where digital art meets reality in a captivating fusion of technology and imagination. The museum offers a range of immersive installations, mesmerizing light displays, and interactive artworks that transcend conventional boundaries. The exhibition features four expansive exhibition spaces and two gardens . By immersing the entire body in these immersive artworks, the boundary between the body and the artwork is dissolved, the boundaries between the self, others, and the world become continuous, and a new relationship without boundaries between ourselves and the world is explored. Please enter the exhibition barefoot, immerse your body in the artwork spaces, and become one with the world.",Japan Park Adventure,68dff17dec31f620f2d1d9ec,1,3,E-E10-A1NSNO0865,Tokyo,A1,Similar
Tokyo DisneyLand Park 1-Day Ticket and Private Transfer - 1 day ticket + round trip private transfer,"Book our bundle with an entrance ticket to Tokyo Disneyland and a one-way transfer service to and from your hotel. Enjoy transportation in a comfortable private car before or after having a fun day with the whole family or your friends. In Tokyo Disneyland, immerse yourself in the world of beloved Disney stories at Tokyo Disneyland with a full-day entry ticket. Visit seven themed lands that feature seasonal decorations and parades. Ride thrilling attractions and see dazzling shows. You can immediately start enjoying the park's outdoor and indoor activities including rides, games, sports, shops, and eateries. Walk the resort’s colorful avenues filled with shops and stop at one of the restaurants to experience Japan's unique spirit of hospitality. Schedule Pick-up from hotel at 7am and drop-off from park at 8pm.",Japan Park Adventure,68dff17dec31f620f2d1d9ec,2,1,E-E10-A1MANO0353,Tokyo, TRA_57764,Similar
Tokyo DisneySea Park 1-Day Pass with Private Transfers - 1 day pass + round trip private transfer,"Book our bundle with an entrance ticket to Tokyo DisneySea and transfer service to and from your hotel. Enjoy transportation in a comfortable private car from the Hotel with the whole family or your friends. Welcome to Tokyo DisneySea, where imagination and adventure set sail! This is the world’s one-and-only Disney theme park themed to the sea. In just 15 minutes by train from Tokyo Station, you’ll find yourself transported into a completely different realm, featuring diverse attractions filled with a sense of adventure, discovery, and wonder. You can also enjoy entertainment that will captivate your imagination, and delight in relaxing meals paired with alcoholic beverages. This is one of the world’s largest theme parks that will bring joy to everyone, both children and adults alike. Schedule Pick-up from hotel at 7am and drop-off from park at 8pm.",Japan Park Adventure,68dff17dec31f620f2d1d9ec,3,1,E-E10-A1MANO0356,Tokyo, TRA_57765,Similar
Bullet Train from Tokyo to Shin Osaka - One-Way Ticket - Standard ticket,"Traveling by bullet train in Japan is one of the most efficient and convenient ways to get around. The Shinkansen, known for its speed and reliability, allows passengers to reach their destinations quickly while enjoying a smooth and comfortable ride. Ticket Options • Standard Car • Green Car Green Cars offer a little more comfort than standard cars and are the equivalent of first class travel in Japan. They have the convenience of extra luggage space , a benefit not available in standard cars. Usually marked with a four-leaf clover, Green Cars are easy to spot. The design of Green Cars focuses on providing privacy and a quiet atmosphere. This makes them ideal for passengers who want to work, read or simply enjoy a peaceful journey. Departure time Options • Nozomi 21: Depart Tokyo at 9:30am and arrive at Shin Osaka at 12noon • Nozomi 33: Depart Tokyo at 12:30pm and arrive at Shin Osaka at 3pm • Nozomi 55: Depart Tokyo at 5:30pm and arrive at Shin Osaka at 8pm Important information • Please note the difference between reserved and non-reserved seats. Some carriages have non-reserved seats, and the others have reserved seats. You can reserve seats on ticketing machines in JR stations. • If your bag is no bigger than 160 cm, you can store it in the luggage rack. You can bring two pieces of baggage on board for free of charge (excluding small bags). Each piece should not exceed 30 kg . Passengers with larger baggage ( between 160 cm and 250 cm in total dimensions) must reserve a seat in the oversized baggage area before boarding (not included in the ticket). Items exceeding 250 cm in total dimensions are not allowed on the Shinkansen. • It is advisable to refrain from using your mobile phone on the train, except for the designated phone area on the Shinkansen. Keep it quiet and use headphones.",Japan Park Adventure,68dff17dec31f620f2d1d9ec,4,2,E-E10-25NASC0015,Osaka,RAIL_56329,Exact Match
Osaka Afternoon Walking Half-Day Tour - Tour,"Enjoy seeing Osaka's famous sightseeing spots in a short time. Visit some of Osaka's most iconic sights, and experience both traditional and modern Osaka. Be in awe of Osaka Castle's grandeur. Revel in the superb scenery from the castle tower. Take a riverboat cruise for a breathtaking view of Japan's water city, Osaka. About Initiatives for Sustainability This tour promotes Environment(Eco)-friendly efforts as stated under Sunrise Tours' Sustainable Development Goals. We advocate for responsible travel, and urge one and all to become responsible travelers.ç Board the Aqua Liner Enjoy seeing the seasonal scenery with a cruise along the Ogawa River aboard the Aqua Liner water bus. See a view of the famous places and historic spots of Osaka from the river. Osaka Castle and Osaka Castle Park Osaka Castle was founded in the 16th century by Toyotomi Hideyoshi, a remarkable shogun in the Sengoku period, and is known as the symbol of his power. Important information This tour uses public transportation with non-reserved seats. Please note that seating is not guaranteed. On the outbound trip to Osaka Castle, the tour may use Temmabashi Station instead of Osakajokoen Station. If the Aqua Liner is out of service due to bad weather, temporary operation suspension, or other operational concerns, the tour will visit the Osaka Museum of History instead. If the Aqua Liner is unavailable on a Tuesday, when the Osaka Museum of History is closed, refunds of JPY 2,000/Adult and JPY 1,000/Child will be issued by the guide on the tour day. From April 11, 2025, as the Aqua Liner boarding schedule will be changed, the duration will be changed from 40 to 55 minutes.The order of the itinerary and arrival times may differ depending on congestion at destinations or other reasons.",Japan Park Adventure,68dff17dec31f620f2d1d9ec,4,3,E-E10-25NASC0034,Osaka,496607,Similar
Universal Studios Japan Private Transfer Service - Round trip - 5 seater,"We're delighted to offer you a private transfer service from hotels in Osaka city centre to Universal Studios Japan with our comfortable cars! Always striving to enhance your travel experience, and we have carefully designed a service that goes beyond mere transportation - it is the beginning of an unforgettable adventure. We recognize that the true essence of an unforgettable journey is not only the destination but also the ease and comfort of getting there, so we provide a premium one-way transfer service from your hotel to Universal Studios Japan. You can choose to go from your hotel to the park, or from the park back to your hotel. If you choose the former, our professional driver will wait for you at the parking lot of your hotel on time, and ensure you arrive at Universal Studios Japan safely and conveniently with a comfortable vehicle and attentive service. If you choose the latter, our professional driver will wait for you at the designated location outside the park on time, and take you back to your hotel to rest with a comfortable vehicle and attentive service. We also offer premium round-trip transfers from your hotel to Universal Studios Japan. To ensure your trip is both smooth and exciting, our packages include round-trip transfers designed to make your journey from your hotel to Universal Studios Japan as stress-free as possible. Our professional drivers will be waiting at your hotel parking lot on time and will ensure you arrive at Universal Studios safely and conveniently with comfortable vehicles and attentive service. When you finish your day of sightseeing, our driver will be waiting for you, park the vehicle at a designated pick-up point outside the park that is easy for you to find, and then calmly take you back to your hotel to rest.",Japan Park Adventure,68dff17dec31f620f2d1d9ec,5,1,E-E10-A1MLNO1851,Osaka,T5,Exact Match
Discover the Highlights and Hidden Gems of Tokyo - Half-Day Private Walking Tour - Tour - 4 hours,"Spend time with one of our hosts and discover Tokyo's wonders as you explore the city together. Each neighborhood in Tokyo has its own distinct flavour, so perhaps you would like to zoom in on one of these microcosms and absorb its unique sights and sounds. Perhaps you'd like to d iscover the highlights of the neighbourhood you're staying in, or simply wander the lantern-lit streets of Tokyo's older districts. Within 24 hours of booking, you'll receive a short questionnaire about your personality and interests. Based on your answers, you'll be matched with a like-minded local host. Your host will communicate directly with you to suggest an itinerary to help you discover what makes the city unique. You will also agree a time and place to meet. Your itinerary is flexible , so you can always change your mind about what you want to do during the experience. Here is a suggested itinerary of what you can do on the day of your tour: Itinerary 1) Start off your day at Sensō-ji, the oldest and most famous temple in Tokyo. 2) Find the perfect souvenir while browsing around the shops of the oldest shopping street in Japan, in the Nakamise Shopping Street, Asakusa district. 3) Sumida Park. Take a walk in this hidden gem right next to Sensoji temple for a beautiful view on Tokyo's shita-machi (the old city). Hidden gem not to be missed during cherry blossom season. 4) Visit Edo Taito Traditional Crafts Center to discover more about Japanese craftsmanship and all the hidden techniques behind its century-long tradition? 5) Next stop is Shibuya Crossing, ready to experience first hand the hustle and bustle of one of the most crowded districts in the world? 6) Kabukicho's narrow alley is crammed with bars and small eateries. Many of the buildings are made of wood and date back to the Showa era. It's a dim, quirky place filled with unique tachinomiya (standing bars) and the smallest ramen stands you'll ever see. 7) In the very heart of Tokyo's bustling Shinjuku ward, Hanazono is considered the most important shrine of Shinjuku, guarding its inhabitants, merchants, craftsmen and artists. Important information As this is a private and personalized experience, the places you visit may differ from those listed and these will be chosen by your host based on your interests and preferences",Ancient Japan Journey,68dff17dec31f620f2d1d9ed,2,1,E-E10-25JERC0017,Tokyo, TRA_57801,New Activity
Mount Fuji and Hakone Full-Day Tour Return by Shinkansen - Tour with lunch,"Escape the hustle and bustle of the capital for the day, discover an alternative side to Tokyo and relish the picture-postcard landscapes. Enjoy a day full of surprises and adventures. A trip up to Mt. Fuji's 5th Station , at a staggering 2,300 meters above sea level, will offer you captivating perspectives. Cruise along Lake Ashi, a crater lake along the southwest wall of the caldera of Mt. Hakone, formed by a powerful volcanic eruption nearly 3,000 years ago. The lake is famous for its picture-postcard views of Mt. Fuji towering in the distance. Admire the superb views as you glide along the waters on a relaxing boat ride. Soar above the trees and admire the panoramic views of the surrounding Hakone National Park as you ride to the peak of Mt. Komagatake in only seven minutes on the Mt. Komagatake Ropeway . Here you will enjoy 50 minutes to explore the area and visit the original spiritual Hakone Shrine Mototsumiya that nestles at the mountaintop. Afterwards, leave Hakone behind and head towards Odawara by bus. We arrive at Odawara Station between 5pm and 7:30pm. Board the Kodama Shinkansen in the non-reserved section for the full adventure! The train will first stop at Shin-Yokohama and then Shinagawa stations. We'll be arriving back at Tokyo Station between 6pm and 8pm. Once you arrive, you'll be ready to explore the wonders of Tokyo on your own! Head out from the vibrant Tokyo Station and discover the city at your own pace. Traffic congestion is always an adventure! Your arrival time to Tokyo Station may vary depending on the season and the day of the week, making every journey unique. And, just so you know, the return time may be later than scheduled. (Estimated arrival time to Tokyo Station: 8pm-10pm) We are delighted to announce that our guide's explanations can now be enjoyed using an amazing free app! All you need to do is download the app onto your smartphone (Wi-Fi only needed when downloading the app; Wi-Fi at the meeting location may be used). And the great news just keeps on coming: you can also continue to use the multilingual audio guide service separately as usual! Options • With Lunch: It includes Japanese-style beef hot pot, sukiyaki style + 1 plate of fruit, coffee (unlimited coffee) • Without Lunch: It is advisable to prepare your own lunch before the tour departs, as there are no cafes, restaurants or food vendors available at the lunch venue. Important information • A vehicle without Wi-FI may be used (depending on the number of tour participants, the vehicle may be changed to a mid-size or small-size bus, van, minivan, taxi, etc.) • From 2022, a portion of the sales will be donated for the conservation of Mt. Fuji as part of the Sustainable Development Goals. • No alternative destinations are planned when the tour reaches beyond the 1st station. When the tour has to turn back at the 1st station, or when the Fuji Subaru Line is completely blocked, the tour will visit Lake Kawaguchi or the Fuji Visitor Center. Please note that this alternative itinerary may be omitted from the tour depending on traffic conditions. • Credit for images copyrighted by ©Yasufumi Nishi/©JNTO/©Odakyu Electric Railway/©Akira Okada",Ancient Japan Journey,68dff17dec31f620f2d1d9ed,3,1,E-E10-JP-NRTJ18,Tokyo,TRA_57779,Exact Match
Bullet Train from Tokyo to Kyoto - One-Way Ticket - Standard ticket,"Traveling by bullet train in Japan is one of the most efficient and convenient ways to get around. The Shinkansen, known for its speed and reliability, allows passengers to reach their destinations quickly while enjoying a smooth and comfortable ride. Ticket Options • Standard Car • Green Car Green Cars offer a little more comfort than standard cars and are the equivalent of first class travel in Japan. They have the convenience of extra luggage space , a benefit not available in standard cars. Usually marked with a four-leaf clover, Green Cars are easy to spot. The design of Green Cars focuses on providing privacy and a quiet atmosphere. This makes them ideal for passengers who want to work, read or simply enjoy a peaceful journey. Departure time Options • Nozomi 21: Depart Tokyo at 9:30am and arrive at Kyoto at 11:45am • Nozomi 33: Depart Tokyo at 12:30pm and arrive at Kyoto at 2:45pm • Nozomi 55: Depart Tokyo at 5:30pm and arrive at Kyoto at 7:45pm Important information • Please note the difference between reserved and non-reserved seats. Some carriages have non-reserved seats, and the others have reserved seats. You can reserve seats on ticketing machines in JR stations. • If your bag is no bigger than 160 cm, you can store it in the luggage rack. You can bring two pieces of baggage on board for free of charge (excluding small bags). Each piece should not exceed 30 kg . Passengers with larger baggage ( between 160 cm and 250 cm in total dimensions) must reserve a seat in the oversized baggage area before boarding (not included in the ticket). Items exceeding 250 cm in total dimensions are not allowed on the Shinkansen. • It is advisable to refrain from using your mobile phone on the train, except for the designated phone area on the Shinkansen. Keep it quiet and use headphones.",Ancient Japan Journey,68dff17dec31f620f2d1d9ed,4,2,E-E10-25NASC0012,Tokyo,"RAIL_56327 
",Exact Match
Kyoto Afternoon Tour Fushimi Inari Taisha Sanjusangen-do Temple and Kiyomizu-dera Temple - Tour,"Take this half-day afternoon tour of some of Kyoto's most distinctive shrines and temples, including t he World Heritage-listed Kiyomizu-dera Temple , and discover why this ancient political capital of Japan is now its history and sightseeing capital! On this tour you will be accompanied by an English-speaking guide. Visit one of the most popular tourist attractions in Japan, the Fushimi Inari Taisha Shrine. This place is famous for its thousands of bright red Torii gates , called Senbon Torii. It is d edicated to Inari, the deity of a good harvest and success in business, Fushimi Inari Taisha is the head of all of Japan's Inari shrines. ﻿ Sanjusangen-do Temple's main hall houses around 1,000 life-size statues of Buddhist Kannon deities dating back to the 13th century, with all that see this sight being blown away. It is located in the Higashiyama district of Kyoto, it houses a representation of what is immortal. The road leading to Kiyomizu-dera Temple is lined with rows of souvenir shops, great for shopping. After the tour, you will be dropped back off in Avanti (across from Kyoto Station Hachijo Exit). Important Information Participants will need to walk from the parking lot to Fushimi Inari Taisha Shrine (about 15 minutes one-way). The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",Ancient Japan Journey,68dff17dec31f620f2d1d9ed,4,3,E-E10-JP-KIXJ10,Tokyo, TRA_57783,New Activity
Explore Arashiyama Bamboo Grove - Private Walking Tour - Tour - 6 hours,"Enjoy a dreamy day trip to the tranquil district of Arashiyama, home to the famous Bamboo Grove and some very cheeky monkeys! Visit some of the temples and explore the riverbanks around the Togetsukyo Bridge . Venture to the well-preserved, Saga-Toriimoto Street and smaller sites like Gioji. Sample an authentic meal at a neighbourhood eatery - we find that lunch always seems to roll around eventually. Within 24 hours after booking you'll receive a short questionnaire about your personality and interests. Based on your responses, you'll be assigned a like-minded host. Your host will communicate with you directly to suggest an itinerary to help you discover what makes the city unique. You will also agree on a meeting time and place. Your itinerary is flexible, so during the experience, you can always change your mind about what you want to do. Route example 1. Arashiyama - Explore the beautiful scenery of the Arashiyama district with its magical bamboo grove with a knowledgeable host by your side. 2. Jōjakkōji Temple - Discover hidden gems away from the crowds like the Jojakko-ji Temple, a quiet and pleasant temple surrounded by beautiful nature on the mountainside of Ogura mountain. It offers spectacular overlook views of Arashiyama from its 12 m tall pagoda. 3. Arashiyama Monkey Park - Visit the monkeys at the Arashiyama Monkey Park - they’re cheeky things though, don’t be fooled by those adorable faces. 4. Tenryuji Temple - One of the main highlights of this area, Tenryu-ji was ranked first among the city's five great Zen temples, and is registered as a world heritage site. Take the chance to learn more about Japanese Buddhism while relaxing in its beautiful landscape garden, created by the famous garden designer Muso Soseki. 5. Otagi Nenbutsu-ji Temple - One of the underrated -but worth visiting- temples on the outskirts of Arashiyama, it houses a collection of 1200 unique and whimsical statues which reward adventurous visitors. 6. Daikaku-ji Temple - Former imperial palace, now converted into a temple, Daikakuji played a role in several historical events. Would you like to discover more about Japanese culture and literature? Ask your host to tell you more about “The Tale of Genji”, the first novel in Japanese literature, taking place right here, at Daikaku-ji. 7. Okochi Sanso Garden - One of the top sights in Kyoto, the main house here is a marvellous example of traditional Japanese architecture. The entrance ticket includes a taste of Japanese Matcha tea and wagashi (traditional sweet). Take your time to explore the beautiful garden, and you will find out why the imperial family built retreats in Arashiyama solely for its scenery. As this is a private and personalised experience, the places you visit may differ from those listed and these will be chosen by your guide based on your interests and preferences.",Ancient Japan Journey,68dff17dec31f620f2d1d9ed,5,1,E-E10-A1MLNO1763,Tokyo, TRA_57809,New Activity
Osaka Afternoon Walking Half-Day Tour - Tour,"Enjoy seeing Osaka's famous sightseeing spots in a short time. Visit some of Osaka's most iconic sights, and experience both traditional and modern Osaka. Be in awe of Osaka Castle's grandeur. Revel in the superb scenery from the castle tower. Take a riverboat cruise for a breathtaking view of Japan's water city, Osaka. About Initiatives for Sustainability This tour promotes Environment(Eco)-friendly efforts as stated under Sunrise Tours' Sustainable Development Goals. We advocate for responsible travel, and urge one and all to become responsible travelers.ç Board the Aqua Liner Enjoy seeing the seasonal scenery with a cruise along the Ogawa River aboard the Aqua Liner water bus. See a view of the famous places and historic spots of Osaka from the river. Osaka Castle and Osaka Castle Park Osaka Castle was founded in the 16th century by Toyotomi Hideyoshi, a remarkable shogun in the Sengoku period, and is known as the symbol of his power. Important information This tour uses public transportation with non-reserved seats. Please note that seating is not guaranteed. On the outbound trip to Osaka Castle, the tour may use Temmabashi Station instead of Osakajokoen Station. If the Aqua Liner is out of service due to bad weather, temporary operation suspension, or other operational concerns, the tour will visit the Osaka Museum of History instead. If the Aqua Liner is unavailable on a Tuesday, when the Osaka Museum of History is closed, refunds of JPY 2,000/Adult and JPY 1,000/Child will be issued by the guide on the tour day. From April 11, 2025, as the Aqua Liner boarding schedule will be changed, the duration will be changed from 40 to 55 minutes.The order of the itinerary and arrival times may differ depending on congestion at destinations or other reasons.",Ancient Japan Journey,68dff17dec31f620f2d1d9ed,6,3,E-E10-25NASC0034,Osaka,496607,Similar
"Nara Afternoon Tour: Todai-ji Temple, Nara Park and Kasuga Taisha Shrine","Come and enjoy this authentic experience where you get to visit two World Heritage Sites in Nara, Todai-ji Temple and Kasuga Taisha Shrine, as well as Nara Park on this half-day afternoon tour. As we walk through Nara Park you will get to see wild deer up close, a rarity in Japan and elsewhere in the world. You will be accompanied by an English-speaking guide and after the tour, will be dropped off in Avanti (across from Kyoto Station Hachijo Exit). Todai-ji Temple - It was the chief temple in the Kokubun-ji system, it was a centre for rituals for the peace of the nation and the prosperity of the people, it was also used as a centre for the training of scholar monks who studied Buddhist doctrine. See t he intensity of Todai-ji Temple's Great Buddha statue, which is absolutely stunning. Kasuga Taisha Shrine - It is a distinguished shrine with 3,000 auxiliary shrines across the country and 3,000 donated lanterns, demonstrating how widely and deeply worshipped the shrine is. Just like in ancient times, services are offered every morning and evening, and prayers are offered for national and global peace, and for the happiness and wellbeing of all people. Important Information Participants will need to walk from the parking lot to Todai-ji Temple (about 15 min one-way). Please let us know at the time of booking if you require crutches or a wheelchair, or have a chronic illness that make it difficult to walk long distances. The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",Essence Of Japan,68e660e06d75b94945ca5ddb,3,1,E-E10-JP-KIXJ11,Osaka,489377,Similar
Kyoto Gion Night -Small Group Walking Tour,"Ever wanted to spontaneously book a tour on the same day you take it? This short guided walking tour will have you experiencing the Gion night scene in just three hours! This is perfect if you only have a couple of hours to spare. Enjoy the enchanting nightlife of Gion, Kyoto's historic geisha district . As the sun sets, the streets come to life with beautifully illuminated lanterns, elegant restaurants, charming bars, and traditional teahouses. Wander around the traditional backstreets, visit offbeat temples and shrines, and may even get to catch a glimpse of a geiko or maiko (apprentice geiko) on their way to entertain guests (not guaranteed). Go on this guided walking tour with a friendly and knowledgeable guide who will help you explore Hanamikoji Street (one of the best-preserved historic streets), Yasaka Shrine (also known as Gion Shrine), and more. Learn about the rich history, architecture, and customs of the area, and gain a deeper understanding of Japan's culture and traditions. End point: Sanjo Ohashi Bridge",Essence Of Japan,68e660e06d75b94945ca5ddb,3,2,E-E10-A1NSNO0788,Osaka,320011,New Activity
Discover Osaka City - Full-Day Private Tour,"Embark on a full-day private tour of Osaka, a vibrant city known for its modern architecture, rich history, and lively entertainment districts. This comprehensive journey will take you to some of Osaka's most iconic landmarks, offering an immersive experience of the city's diverse offerings. Your knowledgeable guide will meet you at your designated location, whether it's your hotel or a specific meeting point. They will accompany you throughout the day, providing valuable insights and ensuring a personalized and memorable experience. You'll delve into Osaka's iconic landmarks, from the historic Osaka Castle to the bustling streets of Dotonbori. Discover hidden gems and local insights, savour authentic cuisine at renowned eateries, and immerse yourself in the vibrant atmosphere of this dynamic city. With personalized attention and flexible itinerary options, our Full Day Osaka Private Tour ensures a memorable and enlightening experience catered to your interests and preferences. Osaka Castle magnificent historical landmark that symbolizes the city's rich past. Explore the castle grounds and learn about its history and significance. Ascend to the castle's observation deck for panoramic views of Osaka's skyline. Nipponbashi vibrant shopping district known for its electronics, anime, and otaku culture. Browse through a variety of stores offering gadgets, manga, anime merchandise, and other pop culture items. Immerse yourself in the bustling atmosphere of this lively district. America-mura or Dotonbori two popular entertainment districts in Osaka. America-mura, also known as Amerikamura, is a trendy area known for its youthful vibe, street fashion, and hip shops. Dotonbori, on the other hand, is a vibrant and iconic neighbourhood renowned for its neon lights, bustling restaurants, and entertainment venues. Enjoy the lively atmosphere, sample local street food, and soak in the energetic ambience. Kuchu Teien also known as the Floating Garden Observatory. Located atop the Umeda Sky Building, this observation deck provides stunning panoramic views of Osaka's skyline. Marvel at the breathtaking vistas and take memorable photos as you appreciate the city's modern architecture and urban landscape.",Essence Of Japan,68e660e06d75b94945ca5ddb,4,1,E-E10-A1NSNO0810,Osaka,546327,Similar
Mount Fuji and Hakone Full-Day Tour (Return by Shinkansen),"Escape the hustle and bustle of the capital for the day, discover an alternative side to Tokyo and relish the picture-postcard landscapes. Enjoy a day full of surprises and adventures. A trip up to Mt. Fuji's 5th Station , at a staggering 2,300 meters above sea level, will offer you captivating perspectives. Cruise along Lake Ashi, a crater lake along the southwest wall of the caldera of Mt. Hakone, formed by a powerful volcanic eruption nearly 3,000 years ago. The lake is famous for its picture-postcard views of Mt. Fuji towering in the distance. Admire the superb views as you glide along the waters on a relaxing boat ride. Soar above the trees and admire the panoramic views of the surrounding Hakone National Park as you ride to the peak of Mt. Komagatake in only seven minutes on the Mt. Komagatake Ropeway . Here you will enjoy 50 minutes to explore the area and visit the original spiritual Hakone Shrine Mototsumiya that nestles at the mountaintop. Afterwards, leave Hakone behind and head towards Odawara by bus. We arrive at Odawara Station between 5pm and 7:30pm. Board the Kodama Shinkansen in the non-reserved section for the full adventure! The train will first stop at Shin-Yokohama and then Shinagawa stations. We'll be arriving back at Tokyo Station between 6pm and 8pm. Once you arrive, you'll be ready to explore the wonders of Tokyo on your own! Head out from the vibrant Tokyo Station and discover the city at your own pace. Traffic congestion is always an adventure! Your arrival time to Tokyo Station may vary depending on the season and the day of the week, making every journey unique. And, just so you know, the return time may be later than scheduled. (Estimated arrival time to Tokyo Station: 8pm-10pm) We are delighted to announce that our guide's explanations can now be enjoyed using an amazing free app! All you need to do is download the app onto your smartphone (Wi-Fi only needed when downloading the app; Wi-Fi at the meeting location may be used). And the great news just keeps on coming: you can also continue to use the multilingual audio guide service separately as usual! Options • With Lunch: It includes Japanese-style beef hot pot, sukiyaki style + 1 plate of fruit, coffee (unlimited coffee) • Without Lunch: It is advisable to prepare your own lunch before the tour departs, as there are no cafes, restaurants or food vendors available at the lunch venue. Important information • A vehicle without Wi-FI may be used (depending on the number of tour participants, the vehicle may be changed to a mid-size or small-size bus, van, minivan, taxi, etc.) • From 2022, a portion of the sales will be donated for the conservation of Mt. Fuji as part of the Sustainable Development Goals. • No alternative destinations are planned when the tour reaches beyond the 1st station. When the tour has to turn back at the 1st station, or when the Fuji Subaru Line is completely blocked, the tour will visit Lake Kawaguchi or the Fuji Visitor Center. Please note that this alternative itinerary may be omitted from the tour depending on traffic conditions. • Credit for images copyrighted by ©Yasufumi Nishi/©JNTO/©Odakyu Electric Railway/©Akira Okada",Essence Of Japan,68e660e06d75b94945ca5ddb,7,1,E-E10-JP-NRTJ18,Tokyo,TRA_57779,Exact Match
